Company,TypeName,Inches,Ram,OpSys,Weight,ScreenResolutionX,ScreenResolutionY,CpuBrand,CpuPower,Memory_SSD (GB),Memory_HDD (GB),Memory_Flash (GB),Price_euros
Lenovo,2 in 1 Convertible,14.0,8.0,Windows 10,1.36,2560,1440,Intel,2.3,256.0,0.0,0.0,1637.0
Lenovo,Ultrabook,15.6,6.0,Windows 10,1.54,1920,1080,Intel,2.7,256.0,0.0,0.0,831.0
Dell,Notebook,15.6,8.0,Linux,1.98,1920,1080,Intel,2.7,256.0,0.0,0.0,895.01
Acer,Notebook,15.6,4.0,Windows 10,2.1,1366,768,Intel,2.0,0.0,500.0,0.0,333.0
HP,Notebook,15.6,6.0,Windows 10,2.18,1920,1080,Intel,2.6,0.0,1000.0,0.0,799.0
Asus,Gaming,15.6,8.0,Windows 10,2.591,1920,1080,Intel,2.6,256.0,1000.0,0.0,909.0
Dell,2 in 1 Convertible,15.6,16.0,Windows 10,2.09,1920,1080,Intel,2.7,512.0,0.0,0.0,1179.0
Acer,Notebook,15.6,4.0,Windows 10,2.23,1920,1080,Intel,2.5,256.0,0.0,0.0,691.0
Dell,Ultrabook,13.3,8.0,Linux,1.23,3200,1800,Intel,2.4,256.0,0.0,0.0,1099.0
Acer,Gaming,17.3,16.0,Windows 10,4.2,1920,1080,Intel,2.8,256.0,1000.0,0.0,2599.0
Lenovo,Gaming,15.6,8.0,Windows 10,2.4,1920,1080,Intel,2.5,0.0,1000.0,0.0,819.0
Samsung,2 in 1 Convertible,12.3,4.0,Chrome OS,1.15,2400,1600,Samsung,2.0,0.0,0.0,32.0,659.0
HP,Notebook,15.6,4.0,Windows 10,1.86,1366,768,Intel,2.5,0.0,500.0,0.0,485.0
Apple,Ultrabook,12.0,8.0,Mac OS X,0.92,2304,1440,Intel,1.1,0.0,0.0,256.0,1163.0
Dell,2 in 1 Convertible,13.3,8.0,Windows 10,1.6,1920,1080,Intel,2.5,256.0,0.0,0.0,1199.0
HP,Notebook,15.6,12.0,Windows 10,2.21,1920,1080,Intel,2.8,128.0,1000.0,0.0,1327.0
Lenovo,Notebook,15.6,4.0,No OS,1.9,1366,768,Intel,2.0,0.0,1000.0,0.0,368.0
Asus,Gaming,17.3,16.0,Windows 10,4.3,1920,1080,Intel,2.6,512.0,1000.0,0.0,2150.0
Acer,Notebook,15.6,4.0,Linux,2.1,1366,768,Intel,2.0,0.0,1000.0,0.0,272.0
MSI,Gaming,17.3,16.0,Windows 10,2.43,1920,1080,Intel,2.8,256.0,1000.0,0.0,2048.9
Dell,Notebook,15.6,4.0,Windows 10,2.3,1366,768,Intel,2.0,128.0,0.0,0.0,499.0
Lenovo,Notebook,15.6,8.0,No OS,2.2,1366,768,Intel,2.5,0.0,500.0,0.0,629.0
Dell,2 in 1 Convertible,15.6,16.0,Windows 10,2.0,1920,1080,Intel,1.8,512.0,0.0,0.0,1285.0
Dell,Ultrabook,13.3,16.0,Windows 10,1.2,3200,1800,Intel,2.7,512.0,0.0,0.0,2680.0
Asus,Gaming,15.6,8.0,Windows 10,2.2,1920,1080,Intel,2.6,0.0,1000.0,0.0,1169.0
Dell,Notebook,15.6,8.0,Windows 10,2.36,1920,1080,Intel,2.5,256.0,0.0,0.0,889.0
HP,Notebook,15.6,8.0,Windows 10,1.91,1366,768,Intel,2.5,256.0,0.0,0.0,579.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.2,1366,768,AMD,2.2,0.0,500.0,0.0,299.0
Acer,Notebook,17.3,8.0,Windows 10,3.3,1600,900,Intel,2.0,0.0,1000.0,0.0,629.0
Asus,Gaming,15.6,16.0,Windows 10,2.2,1920,1080,Intel,2.8,256.0,1000.0,0.0,2449.0
Apple,Ultrabook,12.0,8.0,Mac OS X,0.92,2304,1440,Intel,1.2,0.0,0.0,512.0,1279.0
Asus,Notebook,15.6,16.0,Windows 10,2.2,1920,1080,Intel,2.8,128.0,1000.0,0.0,1749.0
MSI,Gaming,17.3,16.0,Windows 10,2.43,1920,1080,Intel,2.6,256.0,1000.0,0.0,1948.99
Dell,2 in 1 Convertible,15.6,8.0,Windows 10,2.191,1920,1080,Intel,2.5,256.0,0.0,0.0,999.0
Asus,Gaming,17.3,16.0,Windows 10,2.9,1920,1080,Intel,2.8,256.0,1000.0,0.0,1949.0
Acer,Netbook,11.6,2.0,Chrome OS,1.3,1366,768,Intel,1.5,32.0,0.0,0.0,174.0
Acer,Notebook,17.3,4.0,Windows 10,3.3,1600,900,Intel,2.0,0.0,1000.0,0.0,598.0
Lenovo,Notebook,17.3,8.0,No OS,2.8,1600,900,Intel,2.5,0.0,1000.0,0.0,539.0
Lenovo,Gaming,15.6,8.0,Windows 10,2.6,1920,1080,Intel,2.6,128.0,1000.0,0.0,1272.0
Acer,2 in 1 Convertible,14.0,8.0,Windows 10,1.2,1920,1080,Intel,1.3,256.0,0.0,0.0,1149.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.3,1920,1080,Intel,2.6,256.0,0.0,0.0,1529.0
MSI,Gaming,15.6,8.0,Windows 10,2.2,1920,1080,Intel,2.6,128.0,1000.0,0.0,1476.11
HP,Notebook,15.6,6.0,Windows 10,2.1,1920,1080,AMD,2.7,0.0,1000.0,0.0,529.0
Dell,Ultrabook,12.5,8.0,Windows 7,1.26,1920,1080,Intel,2.4,256.0,0.0,0.0,1713.37
Dell,2 in 1 Convertible,15.0,4.0,Windows 10,2.08,1920,1080,Intel,2.4,0.0,500.0,0.0,509.0
Asus,Notebook,15.6,4.0,Windows 10,2.65,1366,768,Intel,1.6,0.0,1000.0,0.0,309.0
Dell,Ultrabook,13.3,8.0,Windows 10,1.29,3200,1800,Intel,2.7,256.0,0.0,0.0,1477.0
Dell,Notebook,15.6,4.0,Linux,2.18,1366,768,Intel,2.5,0.0,1000.0,0.0,521.86
Lenovo,Gaming,15.6,16.0,Windows 10,2.6,1920,1080,Intel,2.6,128.0,1000.0,0.0,1029.0
MSI,Gaming,15.6,8.0,Windows 10,2.2,1920,1080,Intel,2.8,128.0,1000.0,0.0,1149.0
Lenovo,Netbook,12.5,16.0,Windows 10,1.3,1920,1080,Intel,2.5,512.0,0.0,0.0,1650.0
Razer,Gaming,14.0,16.0,Windows 10,1.95,1920,1080,Intel,2.8,1000.0,0.0,0.0,3499.0
Dell,Notebook,15.6,8.0,Windows 10,2.3,1366,768,Intel,2.4,0.0,1000.0,0.0,469.01
MSI,Gaming,17.3,16.0,Windows 10,2.7,1920,1080,Intel,2.8,256.0,1000.0,0.0,1598.0
Apple,Ultrabook,11.6,4.0,Mac OS X,1.08,1366,768,Intel,1.6,0.0,0.0,256.0,959.0
HP,Notebook,15.6,4.0,Windows 10,2.1,1920,1080,Intel,2.0,0.0,1000.0,0.0,478.0
HP,Ultrabook,14.0,8.0,Windows 7,1.54,2560,1440,Intel,2.5,256.0,0.0,0.0,2198.19
Dell,Notebook,15.6,4.0,Windows 7,2.24,1366,768,Intel,2.3,0.0,500.0,0.0,737.0
MSI,Gaming,15.6,8.0,Windows 10,2.3,1920,1080,Intel,2.6,128.0,1000.0,0.0,1169.0
Lenovo,Notebook,13.3,16.0,Windows 10,1.4,1920,1080,Intel,2.7,512.0,0.0,0.0,1499.0
Lenovo,Notebook,15.6,6.0,Windows 10,2.2,1920,1080,AMD,3.6,256.0,0.0,0.0,597.57
Asus,Ultrabook,13.3,8.0,Windows 10,1.45,1920,1080,Intel,2.5,256.0,0.0,0.0,1280.0
Acer,Notebook,15.6,4.0,Linux,2.4,1366,768,Intel,2.0,0.0,500.0,0.0,361.8
Dell,2 in 1 Convertible,17.3,16.0,Windows 10,2.77,1920,1080,Intel,2.7,512.0,0.0,0.0,1799.0
HP,Notebook,14.0,4.0,Windows 7,1.54,1920,1080,Intel,2.3,256.0,0.0,0.0,1099.99
Asus,Gaming,15.6,16.0,Windows 10,2.5,1920,1080,Intel,2.8,256.0,1000.0,0.0,1600.0
Dell,Notebook,14.0,4.0,Windows 10,1.6,1366,768,Intel,2.5,0.0,500.0,0.0,875.0
Asus,Gaming,15.6,16.0,Windows 10,2.34,1920,1080,Intel,2.6,256.0,1000.0,0.0,2325.0
Lenovo,Notebook,15.6,8.0,No OS,2.3,1920,1080,Intel,2.5,256.0,0.0,0.0,573.0
Dell,2 in 1 Convertible,13.3,8.0,Windows 10,1.24,3200,1800,Intel,1.2,256.0,0.0,0.0,1813.0
Dell,Notebook,15.6,4.0,Linux,2.2,1366,768,Intel,1.6,0.0,500.0,0.0,324.0
HP,Notebook,15.6,4.0,Windows 10,1.86,1366,768,AMD,2.5,0.0,500.0,0.0,399.0
Lenovo,Notebook,15.6,6.0,Windows 10,2.4,1920,1080,Intel,2.3,128.0,0.0,0.0,569.0
Lenovo,Notebook,14.0,8.0,Windows 10,1.9,1920,1080,Intel,2.3,256.0,0.0,0.0,1072.0
Dell,Notebook,15.6,4.0,Windows 10,2.2,1366,768,Intel,1.6,0.0,500.0,0.0,443.99
Asus,Notebook,15.6,4.0,Windows 10,2.0,1366,768,Intel,1.1,0.0,1000.0,0.0,339.0
Asus,Gaming,17.3,16.0,Windows 10,4.0,1920,1080,Intel,2.6,128.0,1000.0,0.0,1900.0
Dell,Notebook,15.6,4.0,Windows 10,2.29,1366,768,Intel,2.0,0.0,500.0,0.0,490.0
Lenovo,Notebook,15.6,8.0,Windows 7,2.32,1920,1080,Intel,2.5,0.0,0.0,0.0,895.0
MSI,Gaming,15.6,8.0,Windows 10,2.4,1920,1080,Intel,2.6,128.0,1000.0,0.0,1229.0
Lenovo,2 in 1 Convertible,14.0,4.0,Windows 10,1.8,1920,1080,Intel,2.3,128.0,0.0,0.0,833.01
Asus,Ultrabook,13.3,8.0,Windows 10,1.2,1920,1080,Intel,0.9,512.0,0.0,0.0,729.0
Dell,Notebook,15.6,6.0,Windows 10,2.3,1366,768,Intel,2.4,0.0,1000.0,0.0,459.0
Acer,Notebook,15.6,4.0,Linux,2.4,1366,768,Intel,1.6,0.0,500.0,0.0,289.0
Dell,Notebook,15.6,2.0,Windows 10,2.2,1366,768,Intel,1.6,0.0,500.0,0.0,379.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.6,1920,1080,Intel,2.6,0.0,1000.0,0.0,899.0
HP,Notebook,15.6,6.0,Windows 10,2.04,1920,1080,AMD,2.9,0.0,0.0,0.0,549.99
Dell,Notebook,15.6,8.0,Linux,2.3,1366,768,Intel,2.7,0.0,1000.0,0.0,805.99
HP,Netbook,11.6,2.0,Windows 10,1.17,1366,768,Intel,1.6,0.0,0.0,32.0,209.0
Asus,Notebook,15.6,4.0,Windows 10,2.2,1366,768,Intel,2.5,0.0,500.0,0.0,720.32
Lenovo,2 in 1 Convertible,14.0,4.0,Windows 10,1.8,1920,1080,Intel,2.5,128.0,0.0,0.0,638.0
Lenovo,2 in 1 Convertible,13.3,16.0,Windows 10,1.3,3200,1800,Intel,2.5,512.0,0.0,0.0,1499.0
Lenovo,Notebook,14.0,2.0,Windows 10,1.5,1366,768,Intel,1.6,0.0,0.0,64.0,229.0
HP,Notebook,15.6,6.0,Windows 10,2.19,1366,768,Intel,2.5,0.0,1000.0,0.0,764.0
Asus,Notebook,15.6,4.0,Windows 10,2.2,1366,768,Intel,1.6,0.0,500.0,0.0,369.0
Asus,Ultrabook,13.3,8.0,Windows 10,1.2,1920,1080,Intel,0.9,512.0,0.0,0.0,729.0
Dell,Notebook,15.6,6.0,Windows 10,2.3,1366,768,Intel,2.4,0.0,1000.0,0.0,459.0
Acer,Notebook,15.6,4.0,Linux,2.4,1366,768,Intel,1.6,0.0,500.0,0.0,289.0
Dell,Notebook,15.6,2.0,Windows 10,2.2,1366,768,Intel,1.6,0.0,500.0,0.0,379.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.6,1920,1080,Intel,2.6,0.0,1000.0,0.0,899.0
HP,Notebook,15.6,6.0,Windows 10,2.04,1920,1080,AMD,2.9,0.0,0.0,0.0,549.99
Dell,Notebook,15.6,8.0,Linux,2.3,1366,768,Intel,2.7,0.0,1000.0,0.0,805.99
HP,Netbook,11.6,2.0,Windows 10,1.17,1366,768,Intel,1.6,0.0,0.0,32.0,209.0
Asus,Notebook,15.6,4.0,Windows 10,2.2,1366,768,Intel,2.5,0.0,500.0,0.0,720.32
Lenovo,2 in 1 Convertible,14.0,4.0,Windows 10,1.8,1920,1080,Intel,2.5,128.0,0.0,0.0,638.0
Lenovo,2 in 1 Convertible,13.3,16.0,Windows 10,1.3,3200,1800,Intel,2.5,512.0,0.0,0.0,1499.0
Lenovo,Notebook,14.0,2.0,Windows 10,1.5,1366,768,Intel,1.6,0.0,0.0,64.0,229.0
HP,Notebook,15.6,6.0,Windows 10,2.19,1366,768,Intel,2.5,0.0,1000.0,0.0,764.0
Asus,Notebook,15.6,4.0,Windows 10,2.2,1366,768,Intel,1.6,0.0,500.0,0.0,369.0
Asus,Ultrabook,13.3,8.0,Windows 10,1.2,1920,1080,Intel,0.9,512.0,0.0,0.0,729.0
Dell,Notebook,15.6,6.0,Windows 10,2.3,1366,768,Intel,2.4,0.0,1000.0,0.0,459.0
Acer,Notebook,15.6,4.0,Linux,2.4,1366,768,Intel,1.6,0.0,500.0,0.0,289.0
Dell,Notebook,15.6,2.0,Windows 10,2.2,1366,768,Intel,1.6,0.0,500.0,0.0,379.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.6,1920,1080,Intel,2.6,0.0,1000.0,0.0,899.0
HP,Notebook,15.6,6.0,Windows 10,2.04,1920,1080,AMD,2.9,0.0,0.0,0.0,549.99
Dell,Notebook,15.6,8.0,Linux,2.3,1366,768,Intel,2.7,0.0,1000.0,0.0,805.99
HP,Netbook,11.6,2.0,Windows 10,1.17,1366,768,Intel,1.6,0.0,0.0,32.0,209.0
Asus,Notebook,15.6,4.0,Windows 10,2.2,1366,768,Intel,2.5,0.0,500.0,0.0,720.32
Lenovo,2 in 1 Convertible,14.0,4.0,Windows 10,1.8,1920,1080,Intel,2.5,128.0,0.0,0.0,638.0
Lenovo,2 in 1 Convertible,13.3,16.0,Windows 10,1.3,3200,1800,Intel,2.5,512.0,0.0,0.0,1499.0
Lenovo,Notebook,14.0,2.0,Windows 10,1.5,1366,768,Intel,1.6,0.0,0.0,64.0,229.0
HP,Notebook,15.6,6.0,Windows 10,2.19,1366,768,Intel,2.5,0.0,1000.0,0.0,764.0
Asus,Notebook,15.6,4.0,Windows 10,2.2,1366,768,Intel,1.6,0.0,500.0,0.0,369.0
